Place,Name,Sex,BodyweightKg,Event,Equipment,WeightClassKg,BestSquatKg,BestBenchKg,BestDeadliftKg,TotalKg,Wilks
1,Aaron McFarlane,M,,B,Raw,67.5,,110,,110,
1,Lawrie Agius,M,,B,Raw,75,,150,,150,
2,Dean Jenkinson,M,,B,Raw,75,,147.5,,147.5,
1,David Manhire,M,,B,Raw,82.5,,157.5,,157.5,
3,Sean Simpson,M,,B,Raw,82.5,,95,,95,
2,Robert Withers,M,,B,Raw,82.5,,112.5,,112.5,
1,David Thomas,M,,B,Raw,100,,145,,145,
1,Michael Lukey,M,,B,Raw,110,,160,,160,
1,Steve Little,M,,B,Raw,125,,210,,210,
