Place,Name,Sex,BodyweightKg,Event,Equipment,WeightClassKg,BestSquatKg,BestBenchKg,BestDeadliftKg,TotalKg,Wilks
1,Jim Ambrose,M,,SBD,Raw,67.5,175,120,225,520,
1,Alan Scherini,M,,SBD,Raw,82.5,215,135,237.5,587.5,
2,Aaron Wolfe,M,,SBD,Raw,82.5,215,135,215,565,
1,Bill Ogburn,M,,SBD,Raw,90,210,127.5,250,587.5,
1,David Sharples,M,,SBD,Raw,100,200,120,205,525,
2,Ian Sullivan,M,,SBD,Raw,100,130,145,160,435,
1,Glen Farrell,M,,SBD,Raw,110,180,130,140,450,
1,Brett Dowsett,M,,SBD,Raw,125,272.5,205,260,737.5,
1,Bradley Horne,M,,SBD,Raw,125+,300,180,320,800,
