Place,Name,Sex,BodyweightKg,Event,Equipment,WeightClassKg,BestSquatKg,BestBenchKg,BestDeadliftKg,TotalKg,Wilks
6,Jason Stuart,M,SA,B,Raw,60,,37.5,,37.5,
4,Graham Mundy,M,SA,B,Raw,60,,42.5,,42.5,
1,Daniel Nance,M,SA,B,Raw,67.5,,60,,60,
3,Trent Headland,M,SA,B,Raw,67.5,,45,,45,
2,Brendan Moore,M,SA,B,Raw,75,,65,,65,
4,Chris Strange,M,SA,B,Raw,82.5,,55,,55,
4,Ash Drew,M,SA,B,Raw,90,,50,,50,
