Place,Name,Sex,BodyweightKg,Event,Equipment,WeightClassKg,BestSquatKg,BestBenchKg,BestDeadliftKg,TotalKg,Wilks
1,Paul Bealle,M,,SBD,Raw,67.5,95,65,115,275,
1,Richard Stoddart,M,,SBD,Raw,75,95,60,125,280,
1,Eban Traeger,M,,SBD,Raw,82.5,180,100,205.5,485.5,
