Place,Name,Sex,BodyweightKg,Event,Equipment,WeightClassKg,BestSquatKg,BestBenchKg,BestDeadliftKg,TotalKg,Wilks
1,Karen Lloyd,F,,SBD,Raw,56,117.5,78.5,140,336,
1,Neville Harris,M,,SBD,Raw,75,150,105,170,425,
1,John Rutherford,M,,SBD,Raw,90,102.5,75,120,297.5,
1,Adam Taylor,M,,SBD,Raw,100,180,150,225,555,
1,Merv Kennedy,M,,B,Raw,100,,112.5,,112.5,
1,Mark Lyszczarz,M,,SBD,Raw,110,170,135,200,505,
