Place,Name,Sex,BodyweightKg,Event,Equipment,WeightClassKg,BestSquatKg,BestBenchKg,BestDeadliftKg,TotalKg,Wilks
1,Sally Lloyd,F,,SBD,Raw,56,65,42.5,85,192.5,
1,Frank Dimasi,M,,SBD,Raw,82.5,155,75,185,415,
1,Daryl Dando,M,,SBD,Raw,90,185,135,185,505,
2,Leigh Donellon,M,,SBD,Raw,90,130,122.5,190,442.5,
1,Adam Taylor,M,,SBD,Raw,100,210,160,240,610,
2,Clint Greagen,M,,SBD,Raw,100,215,145,200,560,
1,Steve Giffin,M,,SBD,Raw,110,130,130,230,490,
2,Frank Genua,M,,SBD,Raw,100,175,115,240,530,
1,John Digby,M,,SBD,Raw,125,170,110,180,460,
