Place,Name,Sex,BodyweightKg,Event,Equipment,WeightClassKg,BestSquatKg,BestBenchKg,BestDeadliftKg,TotalKg,Wilks
1,Ray Posner,M,,SBD,Raw,90,115,185,150,450,
2,Vincent Loke,M,,SBD,Raw,100,245,147.5,230,622.5,
1,Maged Abdou,M,,SBD,Raw,100,290,190,260,740,
1,John Sukkar,M,,SBD,Raw,125,220,150,265,635,
1,Martin Reynolds,M,,B,Raw,90,,127.5,,127.5,
1,Tony Sommerville,M,,B,Raw,90,,140,,140,
1,Joshua Reynolds,M,,B,Raw,100,,95,,95,
1,Strase Stotanoski,M,,B,Raw,110,,170,,170,
