Place,Name,Sex,BodyweightKg,Event,Equipment,WeightClassKg,BestSquatKg,BestBenchKg,BestDeadliftKg,TotalKg,Wilks
1,Andrew Lulham,M,,SBD,Raw,75,215,140,225,580,
3,Cameron Doring,M,,SBD,Raw,75,140,100,150,390,
4,Alexander Domalewski,M,,SBD,Raw,75,105,90,145,340,
2,Nicholas Perks,M,,SBD,Raw,75,150,105,180,435,
1,Ashley Pappin,M,,SBD,Raw,90,185,105,195,485,
1,Lee Munt,M,,SBD,Raw,125,60,180,200,440,
