Place,Name,Sex,BodyweightKg,Event,Equipment,WeightClassKg,BestSquatKg,BestBenchKg,BestDeadliftKg,TotalKg,Wilks
1,Barbara Hamilton,F,,SBD,Raw,56,70,45,90,205,
1,David Manhire,M,,SBD,Raw,82.5,65,145,65,275,
1,Don Juers,M,,SBD,Raw,90,120,120,160,400,
1,Bernie Sharp,M,,SBD,Raw,125+,220,130,230,580,
