Place,Name,Sex,BodyweightKg,Event,Equipment,WeightClassKg,BestSquatKg,BestBenchKg,BestDeadliftKg,TotalKg,Wilks
1,Veronica Aguila,F,,SBD,Raw,60,150,70,150,370,
1,Frank Dimasi,M,,SBD,Raw,82.5,175.5,97.5,180,453,
1,Leigh Donnellon,M,,SBD,Raw,90,145,127.5,200,472.5,
1,Frank Genua,M,,SBD,Raw,110,195,122.5,250,567.5,
