Place,Name,Sex,BodyweightKg,Event,Equipment,WeightClassKg,BestSquatKg,BestBenchKg,BestDeadliftKg,TotalKg,Wilks
1,George Stewart,M,,SBD,Raw,67.5,135,87.5,155,377.5,
1,Michael Halling,M,,SBD,Raw,67.5,115,70,130,315,
1,Max Bristow,M,,SBD,Raw,67.5,180,110,230,520,
1,Tony Sumerville,M,,B,Raw,82.5,,130,,130,
DQ,Adam Hobbs,M,,SBD,Raw,90,120,80,,,
1,Mark Roskell,M,,SBD,Raw,90,222.5,155,245,622.5,
1,Martin Reynolds,M,,B,Raw,90,,117.5,,117.5,
1,Maged Abdou,M,,SBD,Raw,100,260,172.5,250,682.5,
1,Joshua Reynolds,M,,B,Raw,110,,100,,100,
