Place,Name,Sex,BodyweightKg,Event,Equipment,WeightClassKg,BestSquatKg,BestBenchKg,BestDeadliftKg,TotalKg,Wilks
1,Kevin Schaffer,M,,SBD,Raw,82.5,200,130,230,560,
2,Bill Ogburn,M,,SBD,Raw,82.5,130,100,150,380,
1,Matthew Lamont,M,,SBD,Raw,82.5,225,180,255,660,
