Place,Name,Sex,BodyweightKg,Event,Equipment,WeightClassKg,BestSquatKg,BestBenchKg,BestDeadliftKg,TotalKg,Wilks
1,Dean Jenkinson,M,,SBD,Raw,67.5,185,122.5,220,527.5,
2,Aaron McFarlane,M,,SBD,Raw,67.5,145,110,185,440,
1,Laurie Agius,M,,SBD,Raw,75,185,157.5,210,552.5,
2,Ron Gay,M,,SBD,Raw,75,150,100,200,450,
1,Troy Frisby,M,,SBD,Raw,75,145,90,222.5,457.5,
1,Sean Simpson,M,,SBD,Raw,82.5,160,100,182.5,442.5,
1,Kevin Conway,M,,SBD,Raw,110,105,185,270,560,
1,Greg Marini,M,,SBD,Raw,125,300,187.5,290,777.5,
