Place,Name,Sex,BodyweightKg,Event,Equipment,WeightClassKg,BestSquatKg,BestBenchKg,BestDeadliftKg,TotalKg,Wilks
1,Jim Ambrose,M,,SBD,Raw,67.5,170,120,230,520,
1,Bill Ogburn,M,,SBD,Raw,82.5,220,137.5,250,607.5,
2,Kevin Schaffer,M,,SBD,Raw,82.5,210,140,245,595,
1,Matt Lamont,M,,SBD,Raw,110,240,180,250,670,
1,Bradley Horne,M,,SBD,Raw,125+,320,210,320,850,
